,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
641,641.0,"@cornoemplumado Dejarlos 10 minutos en agua  hirviendo, dejas reposar, luego les quitas la cáscara bajo la llave de agua fría.",0,0,0,
2740,,sabías que yordi rosado es una botarga con un enano adentro?,0,0,1,2740.0
2250,2250.0,"@marica_ramelo Ya cuanto uno tiene la rutina los dolores menstruales disminuyen full, o al menos eso me sucedió a mi. El primer día no hago nada de piernas por comodidad",0,0,0,
2730,,"@Claudiashein @lopezobrador_ Es el mejor Calderón de la historia, lo que jamás logro el enano lo logrará el anciano senil, bien por amlo",0,0,1,2730.0
540,540.0,todas las veces q vea a canuto morir voy a llorar,0,0,0,
1706,1706.0,@naxismo @DarioHD14 @LlegsCampos El guacho jimenez no está mejor que cota? quitando el maaaaal momento de chivas,0,0,0,
3474,,"Por ello reformamos la #Ley del #ISSSTE garantizando el derecho del padre o de la madre a recibir la pensión por ascendencia derivada de la muerte del trabajador o pensionado.

#PensionPorAscendencia
#LaEsperanzaAvanza",0,0,0,3474.0
2725,,"@lialimon Corrupta hija de un corruptazo esposa de un delincuente cómplice del enano asesino que hizo de México un enorme cementerio y lo baño de sangre solo por tapar el robo de la presidencia, pero no te preocupes corrupta en 2024 los mandamos directito a los prianistas ACHASPM y ALV...",0,1,1,2725.0
519,,"Ájalas!!! Bien dicho.
Pero pobre UE le ha de deber mucho a Estados Unidos para arrastrarse tanto. https://t.co/EwxOzBWGvU",0,0,0,519.0
3697,3697.0,"Gracias @TwitterMexico 🥳🫶🏻🥰

Llegando feliz y pleno a los 32 ♥️ #itsmybirthday #Ánimo #Treintón #MartesDeGanarSeguidores #leo https://t.co/tVElttT0YG",0,0,0,
4376,,Hay cada subnormal en el metro puta vieja,1,0,1,4376.0
4937,,"@gabrielcova @JuanJoseFrangie @PoderAG_Jal @Poder_AG_GDL @PoderAG_Zap @JuanJoseFrangie en qué trabajas trabajas y trabajas? Lo único que te he visto hacer por Zapopan, es llenar la ciudad con cartelitos mostrando tu rostro, de ahí en mas no he visto ningún cambio, échate una vuelta por Juan Gil y Aviación, urge hacer algo por el tráfico en esa zona",0,0,0,4937.0
2750,,@GuzmnEmmanuel @mitologico18 Jajajajajajaa pensé que al final iba a llegar su jefe a cinturonearlo como al niñito brasileño que andaba de mariposon,0,0,1,2750.0
2169,2169.0,@veryto_hdz @lamolechida Que publicidad les da las hamburguesas de una colonia malandra que vende 4 x día o la publicación de facebook que vende 2 playeras a la semana xD,0,0,0,
5840,,Por ti sería una mezcla de beata y ramera. Dignísima gente rastrera.,0,0,1,5840.0
1199,,"Hicieron la pega en la derecha. Manipularon a la gente a su antojo. Les mintieron. Les hicieron creer que les estaban dando el infierno. Ahora se ven los resultados. Eternamente hijos de puta, que de amor, solo lo tienen por el dinero https://t.co/mpimCsdS1g",1,0,1,1199.0
5643,,"Hay que escoger mejor a sus héroes por romatizar estas situaciones es que el país es un basurero 
Asesinos de presidentes 
Narcos de alcaldes 
Fútbol mediocre 
En fin https://t.co/9bHw4Ze1Xt",0,0,1,5643.0
4007,,@MigracionGuate Inútiles,0,0,1,4007.0
3185,3185.0,@equinoxhsa @Javier_hombre Vaya par de aliades los dos jaja,0,0,0,
4340,4340.0,"@JuanCarlos_Cruz Eso es tener huevooosss y no chingadera como el presidente actual, que es agachon pocos huevos.",1,0,1,
2524,,"Mi novio opina que tengo el mismo genio de @rosalia para todo y con todo , DIOS MIO!! 🥹🤣 https://t.co/I3BlASvHHm",0,0,0,2524.0
3436,3436.0,@SoyLvis_Hernan @perro_sarnoso_ @btoxic79 @RicaCostaMezcal @YoditaDice @elinventede @Eli_Bertino_V @MarchantitaS Yo quiero… chocolates!! 😍,0,0,0,
468,468.0,no hay suficientes cigarros en la cajetilla,0,0,0,
1771,1771.0,"@MedioAmbienteNL En este gobierno RASCUACHE Y CHAFA no les queda de otra que depender de Dios para que llueva para y tener agua y de paso se limpie el ambiente, porque de ustedes nada se puede esperar, Hatajo de INUTILES.",0,0,1,
4480,4480.0,"@GntCnTravecos Si existe pues la mujer perfecta, pero nada más es una en el mundo coño",1,0,0,
2990,2990.0,"@OjitoPastelitoM @Gin_pisco @ChrisGa1999 @Aquiles_kuento_ @MasculinismoLi1 contrario a lo que tú crees, ni soy conservador, y no es como que tenga que aceptar dicha ideología para aceptarme a mí mismo 😂. De hecho gracias a ""los conservas"" me di el valor de salir del armario, ya la cuestión de enfrentar a Los LGBT es cosa mía 👌🏼",0,0,0,
3698,3698.0,Es un treintón casi cuarentón y se comporta como un niño de 7 años.,0,0,0,
2906,2906.0,@LuisRonaldMesen Desde 1987 la nación se vendía al mejor postor. Con ese pichel Desanti 😂 y la hija le salió con el mismo tarro,0,0,0,
1388,1388.0,"Belcebú  es un nombre derivado de un dios filisteo, anteriormente adorado en Ecrón, y posteriormente adoptado por algunas religiones abrahámicas como un demonio. Belcebú está estrechamente asociado con la religión cananea y su dios Baal. En fuentes teológicas cristianas Belcebú. https://t.co/JzySEQgrRT",0,0,0,
4674,,@AldoValdezM Me parece que Perez Dayan y Pardo Rebollado deberían estar tmb en amarillo Aldo. Especialmente Pardo,0,0,0,4674.0
4997,4997.0,"@cantucaps Orgullo de mi tierra si , de esos equipos con afición y comentaristas acomplejados no,  pura puñeta mental , pero bueno cada quien sus traumas",1,0,0,
4989,4989.0,@AlistairPR que delegada de que puñeta,1,0,0,
3114,,Me cae mal Mbappe pero que bueno es el hdp &gt;:(,1,0,0,3114.0
3159,3159.0,"@yaizmrversion la pija y la quinqui
que horror
reyes del palique 

ese es mi top nena💋💋",0,0,0,
2586,2586.0,"Los historiadores consideran que los propios mexicas fueron quienes llamaron México a México, por tratarse del centro del universo. México viene de Mexica, el nombre de los aztecas, que a su vez significa “el ombligo de la Luna”.",0,0,0,
1228,1228.0,"@Colina_VClara Miguelito a quien coño le importa cuando se fundó ese asqueroso partido de Singaos y asesinos,preocúpate más cuando vamos a tener energía eléctrica,comida y medicinas,que ese mismo Singao PCC nos quitó,esbirro lame huevos deberías ser el limpiabotas oficial del tirano ,HGP https://t.co/ZPEedh0amI",1,0,1,
1401,,⁦@DiegoReyes⁩  Tárdate  un año       Recupérate ve con un psicólogo   X favor https://t.co/eDB0ZRGW7e,0,0,0,1401.0
3339,,@acastagne @lopezobrador_ @FelipeCalderon Eres idiota?? Dijo que cambio de opinión al darse cuenta del desastre que se heredó!!! Deveras no sé si son o se hacen!! #OposicionMediocre,0,0,1,3339.0
1676,,El puto señor rubio este está consiguiendo que priorice ver partidos de un equipo de Guardiola a los del Madrid. Maldito sea.,1,1,1,1676.0
1802,1802.0,"@VrD77488246 @Discosthu @GossipBOY_XOX0 @GalaMontes2 Le rompiste el hocico al buen Joseph, tan orgulloso del cacas!",0,0,1,
361,361.0,"El artículo de Eduardo del Buey, en @NewsweekEspanol:

https://t.co/bjR9tZ1p7X",0,0,0,
3637,3637.0,"Qué interesante... Me muero por leer un análisis del significado de ese tatuaje de algún antropólogo,  sociólogo, psicólogo y todólogo de la oposición. ¡Ilumínennos con su sabiduría! 🙄 https://t.co/3IyFmvgYOi",0,0,0,
162,,@SAminadab @Nuvia_OuO No sabes leer o estás pendejo? Le dieron indicación de que el setup no se tocaba,1,0,1,162.0
4113,,"Tachirenses han vendido ""todo"" para meterse en supuestos negocios virtuales donde “salen con las tablas en la cabeza”  https://t.co/Ot7KWJarrw #RegionesLaPatilla",0,0,0,4113.0
4434,4434.0,@Madonna Me importa un cojón,1,0,0,
3755,3755.0,"Escribir es todo un viaje, añade Cecilia Eudave @CeciliaEudave. La autora explora todas las posibilidades de distintos seres, como los centauros, y los hace viajar hasta lugares improbables, aquellos que nunca imaginaríamos. ¡Ven a la charla! 👉🏼 https://t.co/0mYF7ruC5x 📚 https://t.co/ZYXao1U4Zm",0,0,0,
5071,,"@kleliasilva Te cuento tengo una infección , no preguntes de que tipo y la verdad que ni ganas de comer ah pero ayer el antojo a todo lo que da !",0,0,0,5071.0
1010,,"@laishawilkins Este gobierno y todo en él es: vil, perverso, absurdo, ridículo, grotesco, insultante, injusto, caótico, aberrante, chinguiñozo, corriente, vulgar, feo, de mal gusto, asqueroso y estúpido.
#ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria #GobiernoDeInutiles @GobiernoMX",0,1,1,1010.0
2512,2512.0,porque no @NellySimon en @Chivas ? PERO SOLO SI LE DAN TOTAL LIBERTAD DE TRABAJAR!! SIN QUE EL DUEÑO META SUS NARIZOTAS EN EL EQUIPO VARONIL TAL COMO SUCEDE EN @ChivasFemenil Y POR ESO EL EXITO!!,0,0,0,
3760,,"@alitomorenoc Tu única salida si lo quieres hacer de manera digna,  es renunciar para que no arrastres a tu partido a la muerte segura. Deja que otros rescaten lo poco que les queda, ya que la mayoría ahora son morenos.",0,0,0,3760.0
2028,,"#Música | En junio, #JustinBieber había retrasado la etapa norteamericana de #JusticeWorldTour debido a un brote de su enfermedad, que le causó una parálisis facial parcial https://t.co/8QajoOAxDl",0,0,0,2028.0
2021,2021.0,"@tonideltoro71 Mi psicólogo: El gato lechuza no existe 

El gato lechuza:",0,0,0,
4806,4806.0,no uso calvinklein vaya mariconada,1,0,0,
981,981.0,La costra tenaz del coloniaje sigue viva en #Espana https://t.co/fB4da85fiM,0,0,0,
304,304.0,"@humbertocelli Vaya que clase de idiota es usted.  Cada pueblo tiene su idiosincrasia,  no se meta donde no le llaman,  se ve que prefiere a los barcos y criminales a quienes acaban de dejar más de 800 líderes sociales muertos.  Se le ve el bojote!",0,1,1,
4673,4673.0,"Ejemplo de Adoración (claro que sólo el sacerdote toca así la hostia consagrada (el sacramento del sacerdocio en sus manos), el resto solo decimos ""Señor mío y Dios mío"" #RandomTweet https://t.co/mIymfzuVJK",0,0,0,
4754,4754.0,hasta la madre de los facu zancudos,1,0,0,
2423,2423.0,"Dejarse de meter en la vida sexual ajena es lo mejor que puede hacer cualquier mojigato, Adolfo. https://t.co/YgaplErnYV",0,0,0,
3642,,@ArturoVillegasQ @FelipeCalderon 🤣🤣🤣🤣🤣 Finanzas sanas 🤣🤣🤣🤣 más arrastrado no puede ser este tipejo🤦🏽🤦🏽🤦🏽,0,0,1,3642.0
1238,1238.0,"Luego del fracaso de @BeatrizGMuller como no primera dama. Sale el capítulo del fracaso de la zopilota como madre. Diciendo: ¡ Y yo por qué…debo de encargarme de la alimentación del escuincle.!
Sino le importa su hijo, ¿qué se puede esperar hacia otros?",0,0,0,
3538,,@ideoIogias @sofiiabdg tu gato,0,0,0,3538.0
3201,3201.0,"lo sabía, Rana nunca miente (fuente confiable 10/10) 🤌🏼✨ https://t.co/q44xdcg3TW",0,0,0,
214,,"@EdySmol .
Un político que miente en todas las ocasiones
que no cumple y nunca da explicaciones
que engaña, traiciona y le botan hasta los botones
es un imbécil al que no le quedan ni los calzones

El que entendió entendió",0,0,1,214.0
838,,"@Mike_Oviedo @lopezobrador_ 30 millones de ilusos apoyaron al haragán y solo excusas y pretextos da el empleado miserable? mejor que renuncie y venga alguien que sí pueda, no?",0,1,1,838.0
980,980.0,"#LoDijoChávez | ""Si yo me callo, gritarían las piedras de los pueblos de América Latina, que están dispuestos a ser libres de todo colonialismo después de 500 años de coloniaje"". #AlRescateDeNuestrosBienes #YoSoyINASS #INASS @NicolasMaduro @magally_vina @vmsfelicidad https://t.co/sUDHvyy3h1",0,0,0,
4399,4399.0,"@lamolechida Chingon el capitulo de ayer, ver a @anavaleero consentirlos de esa manera fue lo chido @franco_esca solo falto el señor @sergio_mejorado y @PonchoTrevino",1,0,0,
4267,,"No mames, tenía años sin manejar el Accord y es 2001. 🤯",1,0,0,4267.0
4135,4135.0,"Se me perdieron las oakley, perfecta excusa para cachar las versace😅",0,0,0,
3589,,"@Om_duart Jajaja esa es la maravilla de las contraindicaciones. Tienen el efecto de lo prohibido. Así que, tendrás que, en su momento, descubrirlo por ti mismo. Aunque OJO, justo: “La curiosidad mató al gato!”",0,0,0,3589.0
5567,,@jesusortegam Deja de llorar y organiza a tu partido inútil,0,0,1,5567.0
2554,,@LilaPrzq Gracias a Dios nuestro Señor que ya El te devolvió tu salud.,0,0,0,2554.0
1726,1726.0,📷 Fotos… #photooftheday #photographer #juevebes #thursdaythoughts #santamarialaribera #guaperas #sunrisephotography #sunsetphotography #cdmxlife (en Santa Maria la Ribera) https://t.co/ABoSBgOMIN https://t.co/JKlEFsvuhn,0,0,0,
5785,,Puta hambriada de mi hermana we le compran sus papas a ella y a mi apaarte y como le da hueva hacerse un puto arroz se traga MIS COSAS PUTA CULO SECOOO,1,1,1,5785.0
778,778.0,"@juanborrelli Freddy Galvez, chicha el Chichero",0,0,0,
2115,2115.0,¡QUÉ MACHO! Una árbitra fue golpeada por un jugador durante un partido de fútbol en Argentina https://t.co/XvFTE3T90m,0,0,0,
5635,,@GuillermoE_HM @ChelseaFC Mucho trofeo y no demuestran nada. Equipo mediocre.,0,0,0,5635.0
2768,,"@Daark_XY Si, a x el battle Pass",0,0,0,2768.0
4027,,@ASolaresM @VicGarciaDice Ser mártires inútiles,0,0,1,4027.0
3167,3167.0,"Alito y Layda son el perfecto ejemplo de la calidad política en nuestro país

Bajos ambos. De una ralea simplemente criminal

Una como operadora de venganzas y con una cola larguísima. No es ejemplo 

Y el otro, simplemente impresentable",0,1,1,
1905,1905.0,"@NicLibertario @laprensa Tiene derecho a defender su ateismo, pero no tiene derecho a insultar el credo de otras personas. Izquierdoso al final como todos. Luchan por una supuesta democracia y son de igual totalitarios que los mismo OrMus disfrazados de pura hipocresía.",0,0,0,
2642,2642.0,"#DobleVía | Hace 60 años Nagoro estaba poblada por una gran cantidad de aldeanos actualmente solo quedan una pocas personas y unos 350 muñecos hechos de paja como si fuera espantapájaros.
https://t.co/YadFjSz49V",0,0,0,
2116,,"Presenté un Punto de Acuerdo exhortando a la Secretaría Federal del Trabajo a que intervenga, de manera urgente, en las negociaciones entre Volkswagen y su sindicato, a fin de lograr un acuerdo y evitar la huelga.

Alrededor del 40% de la economía poblana está en riesgo. https://t.co/s3DyT6wZY4",0,0,0,2116.0
3004,3004.0,@JPabloReisch Oye pero q desubicao @IgnacioAchurra si sólo podí ir a Franklin y La Vega. Porque nah q ver querer derechos sociales y andar en restaurante pituco. Que roteria otsea https://t.co/05LD9n046z,1,0,0,
981,,Oye asqueroso calvo ¿Ves tus interacciones si no hablas algo de Chivas? Eres un chiste bien hecho. https://t.co/GXggLy0B3R,0,1,1,981.0
1650,1650.0,@Leny_false Jajajajajaja simon,0,0,0,
10,,@ActorLeeMinHo Ni pinche idea de lo que dice pero te amo oki🫰 https://t.co/bxrxkrZKzI,1,0,0,10.0
2498,2498.0,de morro yo pensaba que 500 pesos era un chingo,1,0,0,
5319,,@Thixinho La vieja escuela manda ALV !!!!,1,0,0,5319.0
3893,3893.0,@TamashiiRei @DeniseDresserG Un tuit muy imbécil,0,1,0,
223,,"Aaah, pues no sé, tremendo imbécil. Digo, si estoy haciendo una reservación en Airbnb es porque a huevo necesito hospedarme.

Y pos, ya me dió la premisa que es tremendo imbécil, entonces mejor cancelar la reservación. Váyase ALV.",1,1,1,223.0
3038,,"No es necesario ser una habitación 
Para estar embrujado-
Ni una casa-
el cerebro tiene corredores que superan los lugares materiales…
Emily Dickinson",0,0,0,3038.0
3941,3941.0,"@Erick63483255 Jajajaja mi tuit suena super mamón pero no es así, me refiero a que sé que son súper difíciles y por eso jamás he aspirado a llegar a eso y pues qué chido que haya gente que sí confíe en que es capaz. Sé que te irá muy bien 😁",0,0,0,
1912,,@worldcitizen331 @FabricioHN1 “Cuando lleguen al poder sacan a sus amigos de la cárcel”,0,0,0,1912.0
1858,,@AgenteCastor @veebyblue Volteó abajito con asco,0,0,0,1858.0
543,543.0,Tipica 73 - Canuto en https://t.co/GvbxbwbahT #salsamexico #salsaparatodos,0,0,0,
3080,3080.0,"Otro igual que el anterior, la escuela que ha creado el populismo va a ser difícil de superar, si el tiempo que le dedican a la demagogia lo dedicarán a la economía. https://t.co/yqv5LARyah",0,0,0,
4553,,"@SharkGatePT 12vo Rommie No tiene contactos con los presidentes de la corporación ni el laboratorio, en realidad se desconoce quien fue el que inicio este proyecto",0,0,0,4553.0
4305,4305.0,Verdad que todes estamos exhaustes? Yo la verdad no tengo mucha carga laboral y no hago mucho en mi casa y no tengo hijes pero estoy demasiado cansada.,0,0,0,
1750,1750.0,A mi no me mires feo con tus cejas  de gusano quemador,0,0,1,
514,514.0,"Recuerda que la Biblioteca tiene para ti el Cambalache de libros📚, el cual consiste en que, por cada libro 📖 que traigas, te puedes llevar otro de tu interés🧐. https://t.co/KryMb2TqbL",0,0,0,
827,827.0,"Mi yo chismoso necesita saber ya
#UnidosParaCrecer https://t.co/UJ2nu71Zvz",0,0,0,
1777,1777.0,"@evelynplaza4 Yo primero le doy un leve hervor a la carne sin condimentar, descarto el agua con la brosa y espuma que suelta. La condimento luego y la pongo en olla de presión.",0,0,0,
715,,"La señal más grande del viejazo, es que te caguen los morros, no más por qué están todos pendejos",1,0,1,715.0
5263,,Los tuntunes siguen y sigue con esto chingando todo el partido fidalgo trajo de su perra a el Frente frío 🥶 troncazo🤣🤣🤣🤣 https://t.co/zkYdvzx9A6,1,0,1,5263.0
3679,3679.0,@ManchoPanchez @FodechinchosG Tú eres un madrileño de los que molan. 😘,0,0,0,
2553,2553.0,@SoyAddictGame @MikaelaDrullard Ven a callarme niñato y te callo yo en coplas gitanas! https://t.co/0ygnj2WHq1,0,1,0,
3207,,@puro_beIlaqueo @CitlaHM A caso esta llegando un Narco?,0,0,0,3207.0
932,,Desplegarán 214 policías estatales para apoyar a la población durante paso de Huracán Kay https://t.co/YdCh7V5MEp,0,0,0,932.0
5107,5107.0,@_El_Cesar_ @lopezdoriga Jajajajaj entonces #Twitter es un putero jajajaj,1,0,0,
